Date,City,Item,Category,Price
2026-01-05,Mirpur,Flour,Essentials,150
2026-01-05,Mirpur,Sugar,Essentials,156
2026-01-05,Mirpur,Rice,Essentials,156
2026-01-05,Mirpur,Milk,Essentials,252
2026-01-05,Mirpur,Eggs,Essentials,294
2026-01-05,Mirpur,Bread,Essentials,68
2026-01-05,Mirpur,Petrol,Fuel,267
2026-01-05,Mirpur,Diesel,Fuel,239
2026-01-05,Mirpur,Onion,Vegetables,76
2026-01-05,Mirpur,Tomato,Vegetables,90
2026-01-05,Mirpur,Potato,Vegetables,61
2026-01-05,Mirpur,Chicken,Protein,548
2026-01-05,Mirpur,Meat,Protein,1098
2026-01-05,Mirpur,Cooking Oil,Others,486
2026-01-05,Mirpur,Tea,Others,1659
2026-01-06,Karachi,Flour,Essentials,171
2026-01-06,Karachi,Sugar,Essentials,158
2026-01-06,Karachi,Rice,Essentials,164
2026-01-06,Karachi,Milk,Essentials,255
2026-01-06,Karachi,Eggs,Essentials,335
2026-01-06,Karachi,Bread,Essentials,66
2026-01-06,Karachi,Petrol,Fuel,280
2026-01-06,Karachi,Diesel,Fuel,251
2026-01-06,Karachi,Onion,Vegetables,61
2026-01-06,Karachi,Tomato,Vegetables,104
2026-01-06,Karachi,Potato,Vegetables,68
2026-01-06,Karachi,Chicken,Protein,537
2026-01-06,Karachi,Meat,Protein,1160
2026-01-06,Karachi,Cooking Oil,Others,500
2026-01-06,Karachi,Tea,Others,1722
2026-01-06,Lahore,Flour,Essentials,179
2026-01-06,Lahore,Sugar,Essentials,136
2026-01-06,Lahore,Rice,Essentials,141
2026-01-06,Lahore,Milk,Essentials,257
2026-01-06,Lahore,Eggs,Essentials,311
2026-01-06,Lahore,Bread,Essentials,68
2026-01-06,Lahore,Petrol,Fuel,272
2026-01-06,Lahore,Diesel,Fuel,244
2026-01-06,Lahore,Onion,Vegetables,78
2026-01-06,Lahore,Tomato,Vegetables,76
2026-01-06,Lahore,Potato,Vegetables,62
2026-01-06,Lahore,Chicken,Protein,540
2026-01-06,Lahore,Meat,Protein,1133
2026-01-06,Lahore,Cooking Oil,Others,479
2026-01-06,Lahore,Tea,Others,1649
2026-01-06,Islamabad,Flour,Essentials,159
2026-01-06,Islamabad,Sugar,Essentials,151
2026-01-06,Islamabad,Rice,Essentials,177
2026-01-06,Islamabad,Milk,Essentials,259
2026-01-06,Islamabad,Eggs,Essentials,336
2026-01-06,Islamabad,Bread,Essentials,79
2026-01-06,Islamabad,Petrol,Fuel,277
2026-01-06,Islamabad,Diesel,Fuel,249
2026-01-06,Islamabad,Onion,Vegetables,82
2026-01-06,Islamabad,Tomato,Vegetables,79
2026-01-06,Islamabad,Potato,Vegetables,64
2026-01-06,Islamabad,Chicken,Protein,556
2026-01-06,Islamabad,Meat,Protein,1139
2026-01-06,Islamabad,Cooking Oil,Others,513
2026-01-06,Islamabad,Tea,Others,1715
2026-01-06,Faisalabad,Flour,Essentials,158
2026-01-06,Faisalabad,Sugar,Essentials,138
2026-01-06,Faisalabad,Rice,Essentials,165
2026-01-06,Faisalabad,Milk,Essentials,248
2026-01-06,Faisalabad,Eggs,Essentials,312
2026-01-06,Faisalabad,Bread,Essentials,68
2026-01-06,Faisalabad,Petrol,Fuel,267
2026-01-06,Faisalabad,Diesel,Fuel,239
2026-01-06,Faisalabad,Onion,Vegetables,87
2026-01-06,Faisalabad,Tomato,Vegetables,89
2026-01-06,Faisalabad,Potato,Vegetables,65
2026-01-06,Faisalabad,Chicken,Protein,536
2026-01-06,Faisalabad,Meat,Protein,1110
2026-01-06,Faisalabad,Cooking Oil,Others,475
2026-01-06,Faisalabad,Tea,Others,1635
2026-01-06,Rawalpindi,Flour,Essentials,176
2026-01-06,Rawalpindi,Sugar,Essentials,145
2026-01-06,Rawalpindi,Rice,Essentials,156
2026-01-06,Rawalpindi,Milk,Essentials,254
2026-01-06,Rawalpindi,Eggs,Essentials,313
2026-01-06,Rawalpindi,Bread,Essentials,67
2026-01-06,Rawalpindi,Petrol,Fuel,269
2026-01-06,Rawalpindi,Diesel,Fuel,242
2026-01-06,Rawalpindi,Onion,Vegetables,77
2026-01-06,Rawalpindi,Tomato,Vegetables,94
2026-01-06,Rawalpindi,Potato,Vegetables,65
2026-01-06,Rawalpindi,Chicken,Protein,544
2026-01-06,Rawalpindi,Meat,Protein,1106
2026-01-06,Rawalpindi,Cooking Oil,Others,469
2026-01-06,Rawalpindi,Tea,Others,1649
2026-01-06,Multan,Flour,Essentials,162
2026-01-06,Multan,Sugar,Essentials,137
2026-01-06,Multan,Rice,Essentials,156
2026-01-06,Multan,Milk,Essentials,247
2026-01-06,Multan,Eggs,Essentials,309
2026-01-06,Multan,Bread,Essentials,77
2026-01-06,Multan,Petrol,Fuel,264
2026-01-06,Multan,Diesel,Fuel,237
2026-01-06,Multan,Onion,Vegetables,79
2026-01-06,Multan,Tomato,Vegetables,88
2026-01-06,Multan,Potato,Vegetables,56
2026-01-06,Multan,Chicken,Protein,533
2026-01-06,Multan,Meat,Protein,1095
2026-01-06,Multan,Cooking Oil,Others,453
2026-01-06,Multan,Tea,Others,1646
2026-01-06,Peshawar,Flour,Essentials,176
2026-01-06,Peshawar,Sugar,Essentials,155
2026-01-06,Peshawar,Rice,Essentials,156
2026-01-06,Peshawar,Milk,Essentials,247
2026-01-06,Peshawar,Eggs,Essentials,321
2026-01-06,Peshawar,Bread,Essentials,75
2026-01-06,Peshawar,Petrol,Fuel,275
2026-01-06,Peshawar,Diesel,Fuel,246
2026-01-06,Peshawar,Onion,Vegetables,77
2026-01-06,Peshawar,Tomato,Vegetables,76
2026-01-06,Peshawar,Potato,Vegetables,52
2026-01-06,Peshawar,Chicken,Protein,547
2026-01-06,Peshawar,Meat,Protein,1116
2026-01-06,Peshawar,Cooking Oil,Others,503
2026-01-06,Peshawar,Tea,Others,1681
2026-01-06,Quetta,Flour,Essentials,154
2026-01-06,Quetta,Sugar,Essentials,147
2026-01-06,Quetta,Rice,Essentials,165
2026-01-06,Quetta,Milk,Essentials,254
2026-01-06,Quetta,Eggs,Essentials,324
2026-01-06,Quetta,Bread,Essentials,76
2026-01-06,Quetta,Petrol,Fuel,277
2026-01-06,Quetta,Diesel,Fuel,249
2026-01-06,Quetta,Onion,Vegetables,92
2026-01-06,Quetta,Tomato,Vegetables,114
2026-01-06,Quetta,Potato,Vegetables,61
2026-01-06,Quetta,Chicken,Protein,544
2026-01-06,Quetta,Meat,Protein,1090
2026-01-06,Quetta,Cooking Oil,Others,489
2026-01-06,Quetta,Tea,Others,1701
2026-01-06,Sialkot,Flour,Essentials,169
2026-01-06,Sialkot,Sugar,Essentials,138
2026-01-06,Sialkot,Rice,Essentials,138
2026-01-06,Sialkot,Milk,Essentials,256
2026-01-06,Sialkot,Eggs,Essentials,298
2026-01-06,Sialkot,Bread,Essentials,67
2026-01-06,Sialkot,Petrol,Fuel,264
2026-01-06,Sialkot,Diesel,Fuel,237
2026-01-06,Sialkot,Onion,Vegetables,88
2026-01-06,Sialkot,Tomato,Vegetables,88
2026-01-06,Sialkot,Potato,Vegetables,63
2026-01-06,Sialkot,Chicken,Protein,532
2026-01-06,Sialkot,Meat,Protein,1093
2026-01-06,Sialkot,Cooking Oil,Others,456
2026-01-06,Sialkot,Tea,Others,1611
2026-01-06,Hyderabad,Flour,Essentials,168
2026-01-06,Hyderabad,Sugar,Essentials,149
2026-01-06,Hyderabad,Rice,Essentials,156
2026-01-06,Hyderabad,Milk,Essentials,254
2026-01-06,Hyderabad,Eggs,Essentials,319
2026-01-06,Hyderabad,Bread,Essentials,72
2026-01-06,Hyderabad,Petrol,Fuel,269
2026-01-06,Hyderabad,Diesel,Fuel,242
2026-01-06,Hyderabad,Onion,Vegetables,78
2026-01-06,Hyderabad,Tomato,Vegetables,107
2026-01-06,Hyderabad,Potato,Vegetables,58
2026-01-06,Hyderabad,Chicken,Protein,537
2026-01-06,Hyderabad,Meat,Protein,1100
2026-01-06,Hyderabad,Cooking Oil,Others,492
2026-01-06,Hyderabad,Tea,Others,1659
2026-01-06,Gujranwala,Flour,Essentials,155
2026-01-06,Gujranwala,Sugar,Essentials,156
2026-01-06,Gujranwala,Rice,Essentials,139
2026-01-06,Gujranwala,Milk,Essentials,253
2026-01-06,Gujranwala,Eggs,Essentials,316
2026-01-06,Gujranwala,Bread,Essentials,61
2026-01-06,Gujranwala,Petrol,Fuel,267
2026-01-06,Gujranwala,Diesel,Fuel,239
2026-01-06,Gujranwala,Onion,Vegetables,67
2026-01-06,Gujranwala,Tomato,Vegetables,69
2026-01-06,Gujranwala,Potato,Vegetables,53
2026-01-06,Gujranwala,Chicken,Protein,525
2026-01-06,Gujranwala,Meat,Protein,1061
2026-01-06,Gujranwala,Cooking Oil,Others,470
2026-01-06,Gujranwala,Tea,Others,1614
2026-01-06,Sukkur,Flour,Essentials,153
2026-01-06,Sukkur,Sugar,Essentials,142
2026-01-06,Sukkur,Rice,Essentials,169
2026-01-06,Sukkur,Milk,Essentials,240
2026-01-06,Sukkur,Eggs,Essentials,294
2026-01-06,Sukkur,Bread,Essentials,66
2026-01-06,Sukkur,Petrol,Fuel,261
2026-01-06,Sukkur,Diesel,Fuel,234
2026-01-06,Sukkur,Onion,Vegetables,60
2026-01-06,Sukkur,Tomato,Vegetables,87
2026-01-06,Sukkur,Potato,Vegetables,46
2026-01-06,Sukkur,Chicken,Protein,509
2026-01-06,Sukkur,Meat,Protein,1065
2026-01-06,Sukkur,Cooking Oil,Others,455
2026-01-06,Sukkur,Tea,Others,1610
2026-01-06,Bahawalpur,Flour,Essentials,167
2026-01-06,Bahawalpur,Sugar,Essentials,139
2026-01-06,Bahawalpur,Rice,Essentials,165
2026-01-06,Bahawalpur,Milk,Essentials,246
2026-01-06,Bahawalpur,Eggs,Essentials,312
2026-01-06,Bahawalpur,Bread,Essentials,63
2026-01-06,Bahawalpur,Petrol,Fuel,261
2026-01-06,Bahawalpur,Diesel,Fuel,234
2026-01-06,Bahawalpur,Onion,Vegetables,99
2026-01-06,Bahawalpur,Tomato,Vegetables,89
2026-01-06,Bahawalpur,Potato,Vegetables,60
2026-01-06,Bahawalpur,Chicken,Protein,501
2026-01-06,Bahawalpur,Meat,Protein,1088
2026-01-06,Bahawalpur,Cooking Oil,Others,460
2026-01-06,Bahawalpur,Tea,Others,1601
2026-01-06,Abbottabad,Flour,Essentials,171
2026-01-06,Abbottabad,Sugar,Essentials,159
2026-01-06,Abbottabad,Rice,Essentials,162
2026-01-06,Abbottabad,Milk,Essentials,251
2026-01-06,Abbottabad,Eggs,Essentials,336
2026-01-06,Abbottabad,Bread,Essentials,70
2026-01-06,Abbottabad,Petrol,Fuel,272
2026-01-06,Abbottabad,Diesel,Fuel,244
2026-01-06,Abbottabad,Onion,Vegetables,75
2026-01-06,Abbottabad,Tomato,Vegetables,108
2026-01-06,Abbottabad,Potato,Vegetables,60
2026-01-06,Abbottabad,Chicken,Protein,555
2026-01-06,Abbottabad,Meat,Protein,1113
2026-01-06,Abbottabad,Cooking Oil,Others,501
2026-01-06,Abbottabad,Tea,Others,1674
2026-01-06,Mirpur,Flour,Essentials,166
2026-01-06,Mirpur,Sugar,Essentials,150
2026-01-06,Mirpur,Rice,Essentials,149
2026-01-06,Mirpur,Milk,Essentials,248
2026-01-06,Mirpur,Eggs,Essentials,306
2026-01-06,Mirpur,Bread,Essentials,77
2026-01-06,Mirpur,Petrol,Fuel,267
2026-01-06,Mirpur,Diesel,Fuel,239
2026-01-06,Mirpur,Onion,Vegetables,79
2026-01-06,Mirpur,Tomato,Vegetables,108
2026-01-06,Mirpur,Potato,Vegetables,46
2026-01-06,Mirpur,Chicken,Protein,527
2026-01-06,Mirpur,Meat,Protein,1105
2026-01-06,Mirpur,Cooking Oil,Others,474
2026-01-06,Mirpur,Tea,Others,1644
2026-01-07,Karachi,Flour,Essentials,170
2026-01-07,Karachi,Sugar,Essentials,141
2026-01-07,Karachi,Rice,Essentials,169
2026-01-07,Karachi,Milk,Essentials,260
2026-01-07,Karachi,Eggs,Essentials,315
2026-01-07,Karachi,Bread,Essentials,71
2026-01-07,Karachi,Petrol,Fuel,280
2026-01-07,Karachi,Diesel,Fuel,251
2026-01-07,Karachi,Onion,Vegetables,80
2026-01-07,Karachi,Tomato,Vegetables,103
2026-01-07,Karachi,Potato,Vegetables,57
2026-01-07,Karachi,Chicken,Protein,555
2026-01-07,Karachi,Meat,Protein,1184
2026-01-07,Karachi,Cooking Oil,Others,501
2026-01-07,Karachi,Tea,Others,1726
2026-01-07,Lahore,Flour,Essentials,154
2026-01-07,Lahore,Sugar,Essentials,159
2026-01-07,Lahore,Rice,Essentials,151
2026-01-07,Lahore,Milk,Essentials,250
2026-01-07,Lahore,Eggs,Essentials,307
2026-01-07,Lahore,Bread,Essentials,71
2026-01-07,Lahore,Petrol,Fuel,272
2026-01-07,Lahore,Diesel,Fuel,244
2026-01-07,Lahore,Onion,Vegetables,79
2026-01-07,Lahore,Tomato,Vegetables,94
2026-01-07,Lahore,Potato,Vegetables,72
2026-01-07,Lahore,Chicken,Protein,509
2026-01-07,Lahore,Meat,Protein,1129
2026-01-07,Lahore,Cooking Oil,Others,484
2026-01-07,Lahore,Tea,Others,1666
2026-01-07,Islamabad,Flour,Essentials,173
2026-01-07,Islamabad,Sugar,Essentials,158
2026-01-07,Islamabad,Rice,Essentials,162
2026-01-07,Islamabad,Milk,Essentials,265
2026-01-07,Islamabad,Eggs,Essentials,341
2026-01-07,Islamabad,Bread,Essentials,71
2026-01-07,Islamabad,Petrol,Fuel,277
2026-01-07,Islamabad,Diesel,Fuel,249
2026-01-07,Islamabad,Onion,Vegetables,60
2026-01-07,Islamabad,Tomato,Vegetables,76
2026-01-07,Islamabad,Potato,Vegetables,60
2026-01-07,Islamabad,Chicken,Protein,547
2026-01-07,Islamabad,Meat,Protein,1117
2026-01-07,Islamabad,Cooking Oil,Others,494
2026-01-07,Islamabad,Tea,Others,1711
2026-01-07,Faisalabad,Flour,Essentials,177
2026-01-07,Faisalabad,Sugar,Essentials,143
2026-01-07,Faisalabad,Rice,Essentials,151
2026-01-07,Faisalabad,Milk,Essentials,240
2026-01-07,Faisalabad,Eggs,Essentials,291
2026-01-07,Faisalabad,Bread,Essentials,78
2026-01-07,Faisalabad,Petrol,Fuel,267
2026-01-07,Faisalabad,Diesel,Fuel,239
2026-01-07,Faisalabad,Onion,Vegetables,77
2026-01-07,Faisalabad,Tomato,Vegetables,99
2026-01-07,Faisalabad,Potato,Vegetables,68
2026-01-07,Faisalabad,Chicken,Protein,497
2026-01-07,Faisalabad,Meat,Protein,1106
2026-01-07,Faisalabad,Cooking Oil,Others,475
2026-01-07,Faisalabad,Tea,Others,1612
2026-01-07,Rawalpindi,Flour,Essentials,176
2026-01-07,Rawalpindi,Sugar,Essentials,145
2026-01-07,Rawalpindi,Rice,Essentials,153
2026-01-07,Rawalpindi,Milk,Essentials,254
2026-01-07,Rawalpindi,Eggs,Essentials,316
2026-01-07,Rawalpindi,Bread,Essentials,74
2026-01-07,Rawalpindi,Petrol,Fuel,269
2026-01-07,Rawalpindi,Diesel,Fuel,242
2026-01-07,Rawalpindi,Onion,Vegetables,82
2026-01-07,Rawalpindi,Tomato,Vegetables,118
2026-01-07,Rawalpindi,Potato,Vegetables,66
2026-01-07,Rawalpindi,Chicken,Protein,527
2026-01-07,Rawalpindi,Meat,Protein,1127
2026-01-07,Rawalpindi,Cooking Oil,Others,502
2026-01-07,Rawalpindi,Tea,Others,1646
2026-01-07,Multan,Flour,Essentials,162
2026-01-07,Multan,Sugar,Essentials,153
2026-01-07,Multan,Rice,Essentials,141
2026-01-07,Multan,Milk,Essentials,238
2026-01-07,Multan,Eggs,Essentials,295
2026-01-07,Multan,Bread,Essentials,67
2026-01-07,Multan,Petrol,Fuel,264
2026-01-07,Multan,Diesel,Fuel,237
2026-01-07,Multan,Onion,Vegetables,77
2026-01-07,Multan,Tomato,Vegetables,77
2026-01-07,Multan,Potato,Vegetables,75
2026-01-07,Multan,Chicken,Protein,518
2026-01-07,Multan,Meat,Protein,1132
2026-01-07,Multan,Cooking Oil,Others,495
2026-01-07,Multan,Tea,Others,1617
2026-01-07,Peshawar,Flour,Essentials,174
2026-01-07,Peshawar,Sugar,Essentials,162
2026-01-07,Peshawar,Rice,Essentials,170
2026-01-07,Peshawar,Milk,Essentials,257
2026-01-07,Peshawar,Eggs,Essentials,315
2026-01-07,Peshawar,Bread,Essentials,73
2026-01-07,Peshawar,Petrol,Fuel,275
2026-01-07,Peshawar,Diesel,Fuel,246
2026-01-07,Peshawar,Onion,Vegetables,80
2026-01-07,Peshawar,Tomato,Vegetables,90
2026-01-07,Peshawar,Potato,Vegetables,69
2026-01-07,Peshawar,Chicken,Protein,557
2026-01-07,Peshawar,Meat,Protein,1117
2026-01-07,Peshawar,Cooking Oil,Others,504
2026-01-07,Peshawar,Tea,Others,1684
2026-01-07,Quetta,Flour,Essentials,160
2026-01-07,Quetta,Sugar,Essentials,151
2026-01-07,Quetta,Rice,Essentials,156
2026-01-07,Quetta,Milk,Essentials,259
2026-01-07,Quetta,Eggs,Essentials,324
2026-01-07,Quetta,Bread,Essentials,74
2026-01-07,Quetta,Petrol,Fuel,277
2026-01-07,Quetta,Diesel,Fuel,249
2026-01-07,Quetta,Onion,Vegetables,80
2026-01-07,Quetta,Tomato,Vegetables,65
2026-01-07,Quetta,Potato,Vegetables,68
2026-01-07,Quetta,Chicken,Protein,545
2026-01-07,Quetta,Meat,Protein,1116
2026-01-07,Quetta,Cooking Oil,Others,504
2026-01-07,Quetta,Tea,Others,1691
2026-01-07,Sialkot,Flour,Essentials,161
2026-01-07,Sialkot,Sugar,Essentials,152
2026-01-07,Sialkot,Rice,Essentials,154
2026-01-07,Sialkot,Milk,Essentials,249
2026-01-07,Sialkot,Eggs,Essentials,299
2026-01-07,Sialkot,Bread,Essentials,69
2026-01-07,Sialkot,Petrol,Fuel,264
2026-01-07,Sialkot,Diesel,Fuel,237
2026-01-07,Sialkot,Onion,Vegetables,73
2026-01-07,Sialkot,Tomato,Vegetables,84
2026-01-07,Sialkot,Potato,Vegetables,54
2026-01-07,Sialkot,Chicken,Protein,517
2026-01-07,Sialkot,Meat,Protein,1070
2026-01-07,Sialkot,Cooking Oil,Others,492
2026-01-07,Sialkot,Tea,Others,1595
2026-01-07,Hyderabad,Flour,Essentials,153
2026-01-07,Hyderabad,Sugar,Essentials,149
2026-01-07,Hyderabad,Rice,Essentials,159
2026-01-07,Hyderabad,Milk,Essentials,248
2026-01-07,Hyderabad,Eggs,Essentials,316
2026-01-07,Hyderabad,Bread,Essentials,74
2026-01-07,Hyderabad,Petrol,Fuel,269
2026-01-07,Hyderabad,Diesel,Fuel,242
2026-01-07,Hyderabad,Onion,Vegetables,67
2026-01-07,Hyderabad,Tomato,Vegetables,99
2026-01-07,Hyderabad,Potato,Vegetables,68
2026-01-07,Hyderabad,Chicken,Protein,517
2026-01-07,Hyderabad,Meat,Protein,1141
2026-01-07,Hyderabad,Cooking Oil,Others,466
2026-01-07,Hyderabad,Tea,Others,1663
2026-01-07,Gujranwala,Flour,Essentials,169
2026-01-07,Gujranwala,Sugar,Essentials,140
2026-01-07,Gujranwala,Rice,Essentials,144
2026-01-07,Gujranwala,Milk,Essentials,250
2026-01-07,Gujranwala,Eggs,Essentials,325
2026-01-07,Gujranwala,Bread,Essentials,75
2026-01-07,Gujranwala,Petrol,Fuel,267
2026-01-07,Gujranwala,Diesel,Fuel,239
2026-01-07,Gujranwala,Onion,Vegetables,77
2026-01-07,Gujranwala,Tomato,Vegetables,96
2026-01-07,Gujranwala,Potato,Vegetables,63
2026-01-07,Gujranwala,Chicken,Protein,522
2026-01-07,Gujranwala,Meat,Protein,1128
2026-01-07,Gujranwala,Cooking Oil,Others,470
2026-01-07,Gujranwala,Tea,Others,1636
2026-01-07,Sukkur,Flour,Essentials,180
2026-01-07,Sukkur,Sugar,Essentials,149
2026-01-07,Sukkur,Rice,Essentials,163
2026-01-07,Sukkur,Milk,Essentials,244
2026-01-07,Sukkur,Eggs,Essentials,327
2026-01-07,Sukkur,Bread,Essentials,68
2026-01-07,Sukkur,Petrol,Fuel,261
2026-01-07,Sukkur,Diesel,Fuel,234
2026-01-07,Sukkur,Onion,Vegetables,58
2026-01-07,Sukkur,Tomato,Vegetables,59
2026-01-07,Sukkur,Potato,Vegetables,66
2026-01-07,Sukkur,Chicken,Protein,523
2026-01-07,Sukkur,Meat,Protein,1084
2026-01-07,Sukkur,Cooking Oil,Others,461
2026-01-07,Sukkur,Tea,Others,1594
2026-01-07,Bahawalpur,Flour,Essentials,156
2026-01-07,Bahawalpur,Sugar,Essentials,144
2026-01-07,Bahawalpur,Rice,Essentials,152
2026-01-07,Bahawalpur,Milk,Essentials,250
2026-01-07,Bahawalpur,Eggs,Essentials,303
2026-01-07,Bahawalpur,Bread,Essentials,73
2026-01-07,Bahawalpur,Petrol,Fuel,261
2026-01-07,Bahawalpur,Diesel,Fuel,234
2026-01-07,Bahawalpur,Onion,Vegetables,75
2026-01-07,Bahawalpur,Tomato,Vegetables,74
2026-01-07,Bahawalpur,Potato,Vegetables,61
2026-01-07,Bahawalpur,Chicken,Protein,517
2026-01-07,Bahawalpur,Meat,Protein,1074
2026-01-07,Bahawalpur,Cooking Oil,Others,479
2026-01-07,Bahawalpur,Tea,Others,1599
2026-01-07,Abbottabad,Flour,Essentials,172
2026-01-07,Abbottabad,Sugar,Essentials,151
2026-01-07,Abbottabad,Rice,Essentials,155
2026-01-07,Abbottabad,Milk,Essentials,254
2026-01-07,Abbottabad,Eggs,Essentials,318
2026-01-07,Abbottabad,Bread,Essentials,73
2026-01-07,Abbottabad,Petrol,Fuel,272
2026-01-07,Abbottabad,Diesel,Fuel,244
2026-01-07,Abbottabad,Onion,Vegetables,72
2026-01-07,Abbottabad,Tomato,Vegetables,84
2026-01-07,Abbottabad,Potato,Vegetables,59
2026-01-07,Abbottabad,Chicken,Protein,540
2026-01-07,Abbottabad,Meat,Protein,1102
2026-01-07,Abbottabad,Cooking Oil,Others,481
2026-01-07,Abbottabad,Tea,Others,1663
2026-01-07,Mirpur,Flour,Essentials,157
2026-01-07,Mirpur,Sugar,Essentials,152
2026-01-07,Mirpur,Rice,Essentials,154
2026-01-07,Mirpur,Milk,Essentials,248
2026-01-07,Mirpur,Eggs,Essentials,327
2026-01-07,Mirpur,Bread,Essentials,77
2026-01-07,Mirpur,Petrol,Fuel,267
2026-01-07,Mirpur,Diesel,Fuel,239
2026-01-07,Mirpur,Onion,Vegetables,71
2026-01-07,Mirpur,Tomato,Vegetables,99
2026-01-07,Mirpur,Potato,Vegetables,50
2026-01-07,Mirpur,Chicken,Protein,523
2026-01-07,Mirpur,Meat,Protein,1109
2026-01-07,Mirpur,Cooking Oil,Others,496
2026-01-07,Mirpur,Tea,Others,1636
2026-01-08,Karachi,Flour,Essentials,169
2026-01-08,Karachi,Sugar,Essentials,161
2026-01-08,Karachi,Rice,Essentials,158
2026-01-08,Karachi,Milk,Essentials,258
2026-01-08,Karachi,Eggs,Essentials,329
2026-01-08,Karachi,Bread,Essentials,75
2026-01-08,Karachi,Petrol,Fuel,280
2026-01-08,Karachi,Diesel,Fuel,251
2026-01-08,Karachi,Onion,Vegetables,89
2026-01-08,Karachi,Tomato,Vegetables,104
2026-01-08,Karachi,Potato,Vegetables,66
2026-01-08,Karachi,Chicken,Protein,534
2026-01-08,Karachi,Meat,Protein,1136
2026-01-08,Karachi,Cooking Oil,Others,521
2026-01-08,Karachi,Tea,Others,1718
2026-01-08,Lahore,Flour,Essentials,178
2026-01-08,Lahore,Sugar,Essentials,151
2026-01-08,Lahore,Rice,Essentials,157
2026-01-08,Lahore,Milk,Essentials,249
2026-01-08,Lahore,Eggs,Essentials,343
2026-01-08,Lahore,Bread,Essentials,71
2026-01-08,Lahore,Petrol,Fuel,272
2026-01-08,Lahore,Diesel,Fuel,244
2026-01-08,Lahore,Onion,Vegetables,92
2026-01-08,Lahore,Tomato,Vegetables,102
2026-01-08,Lahore,Potato,Vegetables,66
2026-01-08,Lahore,Chicken,Protein,514
2026-01-08,Lahore,Meat,Protein,1124
2026-01-08,Lahore,Cooking Oil,Others,491
2026-01-08,Lahore,Tea,Others,1679
2026-01-08,Islamabad,Flour,Essentials,163
2026-01-08,Islamabad,Sugar,Essentials,164
2026-01-08,Islamabad,Rice,Essentials,166
2026-01-08,Islamabad,Milk,Essentials,251
2026-01-08,Islamabad,Eggs,Essentials,327
2026-01-08,Islamabad,Bread,Essentials,72
2026-01-08,Islamabad,Petrol,Fuel,277
2026-01-08,Islamabad,Diesel,Fuel,249
2026-01-08,Islamabad,Onion,Vegetables,72
2026-01-08,Islamabad,Tomato,Vegetables,98
2026-01-08,Islamabad,Potato,Vegetables,69
2026-01-08,Islamabad,Chicken,Protein,537
2026-01-08,Islamabad,Meat,Protein,1108
2026-01-08,Islamabad,Cooking Oil,Others,511
2026-01-08,Islamabad,Tea,Others,1690
2026-01-08,Faisalabad,Flour,Essentials,171
2026-01-08,Faisalabad,Sugar,Essentials,138
2026-01-08,Faisalabad,Rice,Essentials,154
2026-01-08,Faisalabad,Milk,Essentials,249
2026-01-08,Faisalabad,Eggs,Essentials,320
2026-01-08,Faisalabad,Bread,Essentials,69
2026-01-08,Faisalabad,Petrol,Fuel,267
2026-01-08,Faisalabad,Diesel,Fuel,239
2026-01-08,Faisalabad,Onion,Vegetables,80
2026-01-08,Faisalabad,Tomato,Vegetables,107
2026-01-08,Faisalabad,Potato,Vegetables,47
2026-01-08,Faisalabad,Chicken,Protein,558
2026-01-08,Faisalabad,Meat,Protein,1098
2026-01-08,Faisalabad,Cooking Oil,Others,480
2026-01-08,Faisalabad,Tea,Others,1644
2026-01-08,Rawalpindi,Flour,Essentials,166
2026-01-08,Rawalpindi,Sugar,Essentials,135
2026-01-08,Rawalpindi,Rice,Essentials,168
2026-01-08,Rawalpindi,Milk,Essentials,251
2026-01-08,Rawalpindi,Eggs,Essentials,325
2026-01-08,Rawalpindi,Bread,Essentials,66
2026-01-08,Rawalpindi,Petrol,Fuel,269
2026-01-08,Rawalpindi,Diesel,Fuel,242
2026-01-08,Rawalpindi,Onion,Vegetables,72
2026-01-08,Rawalpindi,Tomato,Vegetables,107
2026-01-08,Rawalpindi,Potato,Vegetables,56
2026-01-08,Rawalpindi,Chicken,Protein,514
2026-01-08,Rawalpindi,Meat,Protein,1085
2026-01-08,Rawalpindi,Cooking Oil,Others,486
2026-01-08,Rawalpindi,Tea,Others,1645
2026-01-08,Multan,Flour,Essentials,157
2026-01-08,Multan,Sugar,Essentials,143
2026-01-08,Multan,Rice,Essentials,145
2026-01-08,Multan,Milk,Essentials,247
2026-01-08,Multan,Eggs,Essentials,317
2026-01-08,Multan,Bread,Essentials,76
2026-01-08,Multan,Petrol,Fuel,264
2026-01-08,Multan,Diesel,Fuel,237
2026-01-08,Multan,Onion,Vegetables,99
2026-01-08,Multan,Tomato,Vegetables,92
2026-01-08,Multan,Potato,Vegetables,68
2026-01-08,Multan,Chicken,Protein,522
2026-01-08,Multan,Meat,Protein,1065
2026-01-08,Multan,Cooking Oil,Others,477
2026-01-08,Multan,Tea,Others,1613
2026-01-08,Peshawar,Flour,Essentials,182
2026-01-08,Peshawar,Sugar,Essentials,166
2026-01-08,Peshawar,Rice,Essentials,167
2026-01-08,Peshawar,Milk,Essentials,256
2026-01-08,Peshawar,Eggs,Essentials,345
2026-01-08,Peshawar,Bread,Essentials,72
2026-01-08,Peshawar,Petrol,Fuel,275
2026-01-08,Peshawar,Diesel,Fuel,246
2026-01-08,Peshawar,Onion,Vegetables,82
2026-01-08,Peshawar,Tomato,Vegetables,106
